2023PassengerRank;AirportCode;AirportName;CityName;StateName;AverageFareDolar;InflationAdjustedAverageFareDolarBaseQuarterQ22024;2023Passengers10Sample;Quarter;Year
1432;LEX;Blue Grass;Lexington;KY;454,11;464,13;36.151; QUARTER 04 ;2023
1433;JAN;Jackson Medgar Wiley Evers International;Jackson/Vicksburg;MS;475,67;486,17;35.945; QUARTER 04 ;2023
1434;ITO;Hilo International;Hilo;HI;201,22;205,65;35.931; QUARTER 04 ;2023
1435;MFE;McAllen International;Mission/McAllen/Edinburg;TX;454,57;464,6;34.181; QUARTER 04 ;2023
1436;ILM;Wilmington International;Wilmington;NC;512,86;524,17;34.127; QUARTER 04 ;2023
1437;SGF;Springfield-Branson National;Springfield;MO;472,52;482,95;33.789; QUARTER 04 ;2023
1438;SBA;Santa Barbara Municipal;Santa Barbara;CA;450,74;460,68;33.422; QUARTER 04 ;2023
1439;DAY;James M Cox/Dayton International;Dayton;OH;458,94;469,06;33.343; QUARTER 04 ;2023
1440;CAE;Columbia Metropolitan;Columbia;SC;499,77;510,79;31.667; QUARTER 04 ;2023
1441;ATW;Appleton International;Appleton;WI;401,99;410,86;31.448; QUARTER 04 ;2023
1442;FAR;Hector International;Fargo;ND;479,65;490,23;31.288; QUARTER 04 ;2023
1443;RDM;Roberts Field;Bend/Redmond;OR;451,31;461,26;30.500; QUARTER 04 ;2023
1444;ECP;Northwest Florida Beaches International;Panama City;FL;445,15;454,96;29.016; QUARTER 04 ;2023
1445;LBB;Lubbock Preston Smith International;Lubbock;TX;447,82;457,7;28.969; QUARTER 04 ;2023
1446;ABE;Lehigh Valley International;Allentown/Bethlehem/Easton;PA;293,2;299,67;28.543; QUARTER 04 ;2023
1447;MFR;Rogue Valley International - Medford;Medford;OR;438,31;447,98;27.614; QUARTER 04 ;2023
1448;CHA;Lovell Field;Chattanooga;TN;542,69;554,66;27.467; QUARTER 04 ;2023
1449;FAI;Fairbanks International;Fairbanks;AK;547,21;559,28;27.262; QUARTER 04 ;2023
1450;HRL;Valley International;Harlingen/San Benito;TX;357,79;365,68;26.858; QUARTER 04 ;2023
1451;PSC;Tri Cities;Pasco/Kennewick/Richland;WA;490,38;501,2;26.207; QUARTER 04 ;2023
1452;SBN;South Bend International;South Bend;IN;423,51;432,85;25.913; QUARTER 04 ;2023
1453;ACY;Atlantic City International;Atlantic City;NJ;151,03;154,36;25.701; QUARTER 04 ;2023
1454;BQN;Rafael Hernandez;Aguadilla;PR;217,52;222,32;25.056; QUARTER 04 ;2023
1455;FWA;Fort Wayne International;Fort Wayne;IN;428,6;438,06;24.734; QUARTER 04 ;2023
1456;PVU;Provo Municipal;Provo;UT;132,9;135,83;23.767; QUARTER 04 ;2023
1457;MSO;Missoula Montana;Missoula;MT;556,54;568,81;22.833; QUARTER 04 ;2023
1458;TTN;Trenton Mercer;Trenton;NJ;146,92;150,16;22.812; QUARTER 04 ;2023
1459;CAK;Akron-Canton Regional;Akron;OH;270,1;276,06;22.702; QUARTER 04 ;2023
1460;BIL;Billings Logan International;Billings;MT;530,47;542,17;22.381; QUARTER 04 ;2023
1461;TLH;Tallahassee International;Tallahassee;FL;603,38;616,68;21.661; QUARTER 04 ;2023
1462;PIA;General Downing - Peoria International;Peoria;IL;359,25;367,17;21.555; QUARTER 04 ;2023
1463;STT;Cyril E King;Charlotte Amalie;VI;401,77;410,63;21.503; QUARTER 04 ;2023
1464;AMA;Rick Husband Amarillo International;Amarillo;TX;409,22;418,25;21.265; QUARTER 04 ;2023
1465;PAE;Snohomish County;Everett;WA;376,36;384,67;20.742; QUARTER 04 ;2023
1466;BLI;Bellingham International;Bellingham;WA;274,67;280,73;20.556; QUARTER 04 ;2023
1467;BTR;Baton Rouge Metropolitan/Ryan Field;Baton Rouge;LA;505,49;516,64;20.409; QUARTER 04 ;2023
1468;FNT;Bishop International;Flint;MI;252,55;258,12;20.367; QUARTER 04 ;2023
1469;FCA;Glacier Park International;Kalispell;MT;533,25;545,01;19.909; QUARTER 04 ;2023
1470;ROA;Roanoke Blacksburg Regional;Roanoke;VA;531,82;543,55;18.679; QUARTER 04 ;2023
1471;CRP;Corpus Christi International;Corpus Christi;TX;497,47;508,44;18.601; QUARTER 04 ;2023
1472;BGR;Bangor International;Bangor;ME;472,75;483,18;18.011; QUARTER 04 ;2023
1473;STS;Charles M. Schulz - Sonoma County;Santa Rosa;CA;325,77;332,96;17.676; QUARTER 04 ;2023
1474;GRB;Green Bay Austin Straubel International;Green Bay;WI;590,19;603,21;17.629; QUARTER 04 ;2023
1475;CHO;Charlottesville Albemarle;Charlottesville;VA;505,6;516,75;17.610; QUARTER 04 ;2023
1476;SBP;San Luis County Regional;San Luis Obispo;CA;548,78;560,88;17.589; QUARTER 04 ;2023
1477;SHV;Shreveport Regional;Shreveport;LA;541,14;553,08;17.089; QUARTER 04 ;2023
1478;TVC;Cherry Capital;Traverse City;MI;537,84;549,71;17.024; QUARTER 04 ;2023
1479;RAP;Rapid City Regional;Rapid City;SD;535,34;547,15;16.736; QUARTER 04 ;2023
1480;MLI;Quad Cities International;Moline;IL;441,23;450,96;16.708; QUARTER 04 ;2023
1481;AGS;Augusta Regional at Bush Field;Augusta;GA;577,09;589,82;16.535; QUARTER 04 ;2023
1482;DAB;Daytona Beach International;Daytona Beach;FL;446,74;456,59;16.439; QUARTER 04 ;2023
1483;JAC;Jackson Hole;Jackson;WY;635,67;649,69;15.756; QUARTER 04 ;2023
1484;BIS;Bismarck Municipal;Bismarck/Mandan;ND;519,17;530,62;15.560; QUARTER 04 ;2023
1485;GNV;Gainesville Regional;Gainesville;FL;535,8;547,62;15.253; QUARTER 04 ;2023
1486;IDA;Idaho Falls Regional;Idaho Falls;ID;477,67;488,21;15.056; QUARTER 04 ;2023
1487;EYW;Key West International;Key West;FL;432,99;442,54;14.649; QUARTER 04 ;2023
1488;GPT;Gulfport-Biloxi International;Gulfport/Biloxi;MS;472,86;483,29;13.643; QUARTER 04 ;2023
1489;JNU;Juneau International;Juneau;AK;487,11;497,85;13.577; QUARTER 04 ;2023
1490;MOB;Mobile Regional;Mobile;AL;554,59;566,82;13.559; QUARTER 04 ;2023
1491;GJT;Grand Junction Regional;Grand Junction;CO;569,01;581,56;12.828; QUARTER 04 ;2023
1492;LFT;Lafayette Regional Paul Fournet Field;Lafayette;LA;608,99;622,42;12.433; QUARTER 04 ;2023
1493;MRY;Monterey Regional;Monterey;CA;485,69;496,4;12.065; QUARTER 04 ;2023
1494;MLB;Melbourne Orlando International;Melbourne;FL;496,73;507,68;11.976; QUARTER 04 ;2023
1495;TRI;Tri Cities;Bristol/Johnson City/Kingsport;TN;586,4;599,34;11.826; QUARTER 04 ;2023
1496;BRO;Brownsville South Padre Island International;Brownsville;TX;396,52;405,27;11.778; QUARTER 04 ;2023
1497;BLV;Scott AFB MidAmerica St Louis;Belleville;IL;145,28;148,48;11.648; QUARTER 04 ;2023
1498;LCK;Rickenbacker International;Columbus;OH;140,63;143,73;11.358; QUARTER 04 ;2023
1499;AVP;Wilkes Barre Scranton International;Scranton/Wilkes-Barre;PA;548,96;561,07;10.980; QUARTER 04 ;2023
1500;BFL;Meadows Field;Bakersfield;CA;572,13;584,75;10.949; QUARTER 04 ;2023
1501;CRW;West Virginia International Yeager;Charleston/Dunbar;WV;501,7;512,76;10.901; QUARTER 04 ;2023
1502;ILG;New Castle;Wilmington;DE;174,49;178,34;10.544; QUARTER 04 ;2023
1503;FAY;Fayetteville Regional/Grannis Field;Fayetteville;NC;511,36;522,64;10.358; QUARTER 04 ;2023
1504;BMI;Central Il Regional Airport at Bloomington;Bloomington/Normal;IL;474,92;485,39;10.058; QUARTER 04 ;2023
1505;GTF;Great Falls International;Great Falls;MT;473,07;483,51;10.016; QUARTER 04 ;2023
1506;ASE;Aspen Pitkin County Sardy Field;Aspen;CO;660,32;674,89;9.899; QUARTER 04 ;2023
1507;DRO;Durango La Plata County;Durango;CO;600,58;613,83;9.868; QUARTER 04 ;2023
1508;PSE;Mercedita;Ponce;PR;208,33;212,93;9.661; QUARTER 04 ;2023
1509;MGM;Montgomery Regional;Montgomery;AL;533,76;545,53;9.415; QUARTER 04 ;2023
1510;RFD;Chicago/Rockford International;Rockford;IL;182,6;186,62;9.153; QUARTER 04 ;2023
1511;EVV;Evansville Regional;Evansville;IN;578,86;591,63;9.122; QUARTER 04 ;2023
1512;MTJ;Montrose Regional;Montrose/Delta;CO;494,7;505,61;9.103; QUARTER 04 ;2023
1513;STX;Henry E. Rohlsen;Christiansted;VI;377,24;385,56;9.035; QUARTER 04 ;2023
1514;MOT;Minot International;Minot;ND;520,39;531,87;8.945; QUARTER 04 ;2023
1515;LRD;Laredo International;Laredo;TX;428,19;437,64;8.342; QUARTER 04 ;2023
1516;OAJ;Albert J Ellis;Jacksonville/Camp Lejeune;NC;542,35;554,31;8.128; QUARTER 04 ;2023
1517;ORH;Worcester Regional;Worcester;MA;286,33;292,64;8.008; QUARTER 04 ;2023
1518;SCE;University Park;State College;PA;626,15;639,96;7.736; QUARTER 04 ;2023
1519;DLH;Duluth International;Duluth;MN;633,25;647,21;7.095; QUARTER 04 ;2023
1520;SGU;St George Regional;St. George;UT;568,33;580,86;6.989; QUARTER 04 ;2023
1521;ACV;California Redwood Coast Humboldt County;Arcata/Eureka;CA;446,23;456,07;6.883; QUARTER 04 ;2023
1522;USA;Concord Padgett Regional;Concord;NC;118,72;121,34;6.546; QUARTER 04 ;2023
1523;HDN;Yampa Valley;Hayden;CO;487,64;498,39;6.249; QUARTER 04 ;2023
1524;LAN;Capital Region International;Lansing;MI;408,55;417,56;6.241; QUARTER 04 ;2023
1525;LNK;Lincoln Airport;Lincoln;NE;576,82;589,54;6.200; QUARTER 04 ;2023
1526;GRK;Robert Gray AAF;Killeen;TX;538,16;550,03;6.064; QUARTER 04 ;2023
1527;SAF;Santa Fe Municipal;Santa Fe;NM;567,53;580,05;5.952; QUARTER 04 ;2023
1528;HTS;Tri-State/Milton J. Ferguson Field;Ashland;WV;308,32;315,12;5.924; QUARTER 04 ;2023
1529;EGE;Eagle County Regional;Eagle;CO;690,39;705,61;5.921; QUARTER 04 ;2023
1530;GFK;Grand Forks International;Grand Forks;ND;511,55;522,83;5.675; QUARTER 04 ;2023
1531;XWA;Williston Basin International;Williston;ND;596,39;609,55;5.671; QUARTER 04 ;2023
1532;AZO;Kalamazoo/Battle Creek International;Kalamazoo;MI;442,05;451,8;5.605; QUARTER 04 ;2023
1533;COU;Columbia Regional;Columbia;MO;615,39;628,96;5.582; QUARTER 04 ;2023
1534;LBE;Arnold Palmer Regional;Latrobe;PA;129,33;132,18;5.578; QUARTER 04 ;2023
1535;ELM;Elmira/Corning Regional;Elmira/Corning;NY;415,25;424,41;5.423; QUARTER 04 ;2023
1536;SWF;New York Stewart International;Newburgh/Poughkeepsie;NY;192,04;196,28;5.417; QUARTER 04 ;2023
1537;MLU;Monroe Regional;Monroe;LA;597,41;610,58;5.408; QUARTER 04 ;2023
1538;BET;Bethel Airport;Bethel;AK;411,17;420,24;5.407; QUARTER 04 ;2023
1539;KTN;Ketchikan International;Ketchikan;AK;541,12;553,05;5.398; QUARTER 04 ;2023
1540;PBG;Plattsburgh International;Plattsburgh;NY;236,22;241,43;5.344; QUARTER 04 ;2023
1541;MBS;MBS International;Saginaw/Bay City/Midland;MI;572,34;584,96;5.302; QUARTER 04 ;2023
1542;ACK;Nantucket Memorial;Nantucket;MA;348,61;356,3;5.188; QUARTER 04 ;2023
1543;AEX;Alexandria International;Alexandria;LA;599,03;612,24;5.155; QUARTER 04 ;2023
1544;RDD;Redding Regional;Redding;CA;453,49;463,49;5.155; QUARTER 04 ;2023
1545;LCH;Lake Charles Regional;Lake Charles;LA;486,87;497,61;5.029; QUARTER 04 ;2023
1546;CPR;Casper/Natrona County International;Casper;WY;600,79;614,04;4.873; QUARTER 04 ;2023
1547;HLN;Helena Regional;Helena;MT;608,23;621,65;4.836; QUARTER 04 ;2023
1548;TOL;Eugene F Kranz Toledo Express;Toledo;OH;155,2;158,62;4.810; QUARTER 04 ;2023
1549;ABI;Abilene Regional;Abilene;TX;538;549,87;4.793; QUARTER 04 ;2023
1550;SCK;Stockton Metro;Stockton;CA;129,74;132,6;4.631; QUARTER 04 ;2023
1551;CWA;Central Wisconsin;Mosinee;WI;505,64;516,79;4.622; QUARTER 04 ;2023
1552;LYH;Lynchburg Regional/Preston Glenn Field;Lynchburg;VA;570,46;583,04;4.574; QUARTER 04 ;2023
1553;GUM;Guam International;Guam;TT;1526,51;1560,18;4.555; QUARTER 04 ;2023
1554;RST;Rochester International;Rochester;MN;504,48;515,6;4.541; QUARTER 04 ;2023
1555;SUN;Friedman Memorial;Sun Valley/Hailey/Ketchum;ID;653,16;667,57;4.395; QUARTER 04 ;2023
1556;PHF;Newport News/Williamsburg International;Newport News/Williamsburg;VA;545,44;557,47;4.214; QUARTER 04 ;2023
1557;YUM;Yuma MCAS/Yuma International;Yuma;AZ;694,66;709,98;4.144; QUARTER 04 ;2023
1558;GRI;Central Nebraska Regional;Grand Island;NE;367,51;375,62;4.002; QUARTER 04 ;2023
1559;IAG;Niagara Falls International;Niagara Falls;NY;181,93;185,94;3.822; QUARTER 04 ;2023
1560;CMI;University of Illinois/Willard;Champaign/Urbana;IL;704,69;720,23;3.785; QUARTER 04 ;2023
1561;SIT;Sitka Rocky Gutierrez;Sitka;AK;517,31;528,72;3.673; QUARTER 04 ;2023
1562;PUW;Pullman Moscow Regional;Pullman;WA;488,28;499,05;3.553; QUARTER 04 ;2023
1563;PSM;Portsmouth International at Pease;Portsmouth;NH;222,59;227,5;3.481; QUARTER 04 ;2023
1564;ADQ;Kodiak Airport;Kodiak;AK;514,96;526,32;3.479; QUARTER 04 ;2023
1565;HHH;Hilton Head Airport;Hilton Head;SC;433,45;443,01;3.467; QUARTER 04 ;2023
1566;FSM;Fort Smith Regional;Fort Smith;AR;628,79;642,66;3.382; QUARTER 04 ;2023
1567;FLG;Flagstaff Pulliam;Flagstaff;AZ;670,15;684,93;3.362; QUARTER 04 ;2023
1568;CLL;Easterwood Field;College Station/Bryan;TX;569,15;581,71;3.332; QUARTER 04 ;2023
1569;TYR;Tyler Pounds Regional;Tyler;TX;559,63;571,97;3.276; QUARTER 04 ;2023
1570;SPI;Abraham Lincoln Capital;Springfield;IL;278,55;284,7;3.274; QUARTER 04 ;2023
1571;ITH;Ithaca Tompkins International;Ithaca/Cortland;NY;549,57;561,69;3.264; QUARTER 04 ;2023
1572;MVY;Martha's Vineyard Airport;Martha's Vineyard;MA;377,5;385,83;3.228; QUARTER 04 ;2023
1573;EWN;Coastal Carolina Regional;New Bern/Morehead/Beaufort;NC;725,75;741,75;3.215; QUARTER 04 ;2023
1574;ERI;Erie International/Tom Ridge Field;Erie;PA;588,65;601,63;3.068; QUARTER 04 ;2023
1575;SBY;Salisbury-Ocean City/Wicomico Regional;Salisbury;MD;698,07;713,46;3.037; QUARTER 04 ;2023
1576;ACT;Waco Regional;Waco;TX;578,88;591,65;3.025; QUARTER 04 ;2023
1577;SJT;San Angelo Regional/Mathis Field;San Angelo;TX;727,86;743,92;2.921; QUARTER 04 ;2023
1578;MHK;Manhattan Regional;Manhattan/Ft. Riley;KS;516,34;527,73;2.865; QUARTER 04 ;2023
1579;CSG;Columbus Airport;Columbus;GA;602,52;615,81;2.822; QUARTER 04 ;2023
1580;TXK;Texarkana Regional-Webb Field;Texarkana;AR;519,58;531,04;2.694; QUARTER 04 ;2023
1581;CKB;North Central West Virginia;Clarksburg/Fairmont;WV;217,57;222,36;2.660; QUARTER 04 ;2023
1582;LAW;Lawton-Fort Sill Regional;Lawton/Fort Sill;OK;531,54;543,26;2.653; QUARTER 04 ;2023
1583;BGM;Greater Binghamton/Edwin A. Link Field;Binghamton;NY;345,29;352,9;2.533; QUARTER 04 ;2023
1584;ROW;Roswell Air Center;Roswell;NM;589,23;602,22;2.529; QUARTER 04 ;2023
1585;VLD;Valdosta Regional;Valdosta;GA;675,09;689,98;2.469; QUARTER 04 ;2023
1586;HGR;Hagerstown Regional-Richard A. Henson Field;Hagerstown;MD;138,65;141,71;2.423; QUARTER 04 ;2023
1587;OME;Nome Airport;Nome;AK;529,94;541,62;2.355; QUARTER 04 ;2023
1588;VRB;Vero Beach Regional;Vero Beach;FL;154,42;157,83;2.325; QUARTER 04 ;2023
1589;LSE;La Crosse Regional;La Crosse;WI;689,53;704,74;2.234; QUARTER 04 ;2023
1590;MQT;Marquette Sawyer Regional;Marquette;MI;589,18;602,17;2.119; QUARTER 04 ;2023
1591;BPT;Jack Brooks Regional;Beaumont/Port Arthur;TX;463,16;473,37;2.092; QUARTER 04 ;2023
1592;GGG;East Texas Regional;Longview;TX;521,8;533,31;2.060; QUARTER 04 ;2023
1593;OTZ;Ralph Wien Memorial;Kotzebue;AK;504,4;515,52;2.052; QUARTER 04 ;2023
1594;GTR;Golden Triangle Regional;Columbus;MS;641,99;656,15;2.044; QUARTER 04 ;2023
1595;SWO;Stillwater Regional;Stillwater;OK;490,25;501,06;2.031; QUARTER 04 ;2023
1596;PPG;Pago Pago International;Pago Pago;TT;1240,95;1268,32;1.996; QUARTER 04 ;2023
1597;LWS;Lewiston Nez Perce County;Lewiston;ID;523,25;534,79;1.989; QUARTER 04 ;2023
1598;BRW;Wiley Post/Will Rogers Memorial;Barrow;AK;508,28;519,49;1.904; QUARTER 04 ;2023
1599;PGV;Pitt Greenville;Greenville;NC;498,87;509,88;1.856; QUARTER 04 ;2023
1600;ABY;Southwest Georgia Regional;Albany;GA;729,42;745,5;1.792; QUARTER 04 ;2023
1601;COD;Yellowstone Regional;Cody;WY;642,74;656,91;1.708; QUARTER 04 ;2023
1602;DHN;Dothan Regional;Dothan;AL;751,4;767,97;1.695; QUARTER 04 ;2023
1603;STC;St. Cloud Regional;St. Cloud;MN;189,87;194,06;1.609; QUARTER 04 ;2023
1604;SPS;Sheppard AFB/Wichita Falls Municipal;Wichita Falls;TX;507,98;519,19;1.570; QUARTER 04 ;2023
1605;GUC;Gunnison-Crested Butte Regional;Gunnison;CO;646,03;660,28;1.543; QUARTER 04 ;2023
1606;GCC;Northeast Wyoming Regional;Gillette;WY;734,04;750,23;1.516; QUARTER 04 ;2023
1607;BJI;Bemidji Regional;Bemidji;MN;677,71;692,66;1.501; QUARTER 04 ;2023
1608;EAT;Pangborn Memorial;Wenatchee;WA;539,54;551,44;1.473; QUARTER 04 ;2023
1609;SCC;Deadhorse Airport;Deadhorse;AK;526,46;538,07;1.463; QUARTER 04 ;2023
1610;DIK;Dickinson - Theodore Roosevelt Regional;Dickinson;ND;630,4;644,31;1.460; QUARTER 04 ;2023
1611;SBD;San Bernardino International;San Bernardino;CA;133,41;136,35;1.434; QUARTER 04 ;2023
1612;CIU;Chippewa County International;Sault Ste. Marie;MI;664,57;679,23;1.409; QUARTER 04 ;2023
1613;SHR;Sheridan County;Sheridan;WY;758,76;775,49;1.408; QUARTER 04 ;2023
1614;GCK;Garden City Regional;Garden City;KS;651,82;666,2;1.388; QUARTER 04 ;2023
1615;BQK;Brunswick Golden Isles;Brunswick;GA;599,86;613,09;1.362; QUARTER 04 ;2023
1616;ART;Watertown International;Watertown;NY;344,49;352,09;1.358; QUARTER 04 ;2023
1617;ABR;Aberdeen Regional;Aberdeen;SD;701,47;716,94;1.351; QUARTER 04 ;2023
1618;ALW;Walla Walla Regional;Walla Walla;WA;463,17;473,38;1.346; QUARTER 04 ;2023
1619;DLG;Dillingham Airport;Dillingham;AK;516,07;527,45;1.344; QUARTER 04 ;2023
1620;FLO;Florence Regional;Florence;SC;494,95;505,87;1.341; QUARTER 04 ;2023
1621;HOB;Lea County Regional;Hobbs;NM;477,43;487,96;1.296; QUARTER 04 ;2023
1622;DBQ;Dubuque Regional;Dubuque;IA;175,13;178,99;1.288; QUARTER 04 ;2023
1623;YKM;Yakima Air Terminal/McAllister Field;Yakima;WA;526,46;538,07;1.263; QUARTER 04 ;2023
1624;RHI;Rhinelander/Oneida County;Rhinelander;WI;695,07;710,4;1.234; QUARTER 04 ;2023
1625;TWF;Joslin Field - Magic Valley Regional;Twin Falls;ID;712,13;727,84;1.214; QUARTER 04 ;2023
1626;PLN;Pellston Regional Airport of Emmet County;Pellston;MI;778,4;795,57;1.212; QUARTER 04 ;2023
1627;IMT;Ford;Iron Mountain/Kingsfd;MI;576,99;589,71;1.207; QUARTER 04 ;2023
1628;EAU;Chippewa Valley Regional;Eau Claire;WI;204,29;208,8;1.201; QUARTER 04 ;2023
1629;SPN;Francisco C. Ada Saipan International;Saipan;TT;615,01;628,57;1.197; QUARTER 04 ;2023
1630;PQI;Presque Isle International;Presque Isle/Houlton;ME;499,86;510,88;1.142; QUARTER 04 ;2023
1631;PIH;Pocatello Regional;Pocatello;ID;701,27;716,74;1.017; QUARTER 04 ;2023
1632;SUX;Sioux Gateway Brig Gen Bud Day Field;Sioux City;IA;520,16;531,63;995; QUARTER 04 ;2023
1633;PSG;Petersburg James A Johnson;Petersburg;AK;506,07;517,23;981; QUARTER 04 ;2023
1634;CMX;Houghton County Memorial;Hancock/Houghton;MI;638;652,08;979; QUARTER 04 ;2023
1635;RKS;Southwest Wyoming Regional;Rock Springs;WY;610,79;624,27;945; QUARTER 04 ;2023
1636;AKN;King Salmon Airport;King Salmon;AK;505,27;516,41;935; QUARTER 04 ;2023
1637;LAR;Laramie Regional;Laramie;WY;556,32;568,59;910; QUARTER 04 ;2023
1638;BRD;Brainerd Lakes Regional;Brainerd;MN;651,78;666,16;901; QUARTER 04 ;2023
1639;RIW;Central Wyoming Regional;Riverton/Lander;WY;662,77;677,38;890; QUARTER 04 ;2023
1640;BTM;Bert Mooney;Butte;MT;641,49;655,64;889; QUARTER 04 ;2023
1641;HYA;Cape Cod Gateway;Hyannis;MA;549,67;561,79;884; QUARTER 04 ;2023
1642;CYS;Cheyenne Regional/Jerry Olson Field;Cheyenne;WY;587,87;600,84;880; QUARTER 04 ;2023
1643;ESC;Delta County;Escanaba;MI;545;557,03;862; QUARTER 04 ;2023
1644;SMX;Santa Maria Public/Capt. G. Allan Hancock Field;Santa Maria;CA;122,65;125,36;828; QUARTER 04 ;2023
1645;LBF;North Platte Regional Airport Lee Bird Field;North Platte;NE;521,66;533,16;800; QUARTER 04 ;2023
1646;HIB;Range Regional;Hibbing;MN;688,39;703,57;774; QUARTER 04 ;2023
1647;VEL;Vernal Regional;Vernal;UT;538,59;550,47;759; QUARTER 04 ;2023
1648;CDV;Merle K Mudhole Smith;Cordova;AK;440,14;449,85;758; QUARTER 04 ;2023
1649;EAR;Kearney Regional;Kearney;NE;598,17;611,37;737; QUARTER 04 ;2023
1650;EKO;Elko Regional;Elko;NV;692,01;707,27;722; QUARTER 04 ;2023
1651;ALO;Waterloo Regional;Waterloo;IA;513,39;524,71;702; QUARTER 04 ;2023
1652;MEI;Key Field;Meridian;MS;516,74;528,14;701; QUARTER 04 ;2023
1653;OTH;Southwest Oregon Regional;North Bend/Coos Bay;OR;467,85;478,17;690; QUARTER 04 ;2023
1654;WRG;Wrangell Airport;Wrangell;AK;494,14;505,04;648; QUARTER 04 ;2023
1655;CDC;Cedar City Regional;Cedar City;UT;546,27;558,32;641; QUARTER 04 ;2023
1656;JST;John Murtha Johnstown-Cambria County;Johnstown;PA;522,63;534,15;640; QUARTER 04 ;2023
1657;PIR;Pierre Regional;Pierre;SD;687,83;703;619; QUARTER 04 ;2023
1658;VCT;Victoria Regional;Victoria;TX;535,37;547,18;616; QUARTER 04 ;2023
1659;PRC;Prescott Regional Ernest A Love Field;Prescott;AZ;667,96;682,7;568; QUARTER 04 ;2023
1660;BFF;Western Neb. Regional/William B. Heilig Field;Scottsbluff;NE;558,9;571,22;557; QUARTER 04 ;2023
1661;CNY;Canyonlands Regional;Moab;UT;385,68;394,18;555; QUARTER 04 ;2023
1662;BFM;Mobile International;Mobile;AL;88,76;90,71;551; QUARTER 04 ;2023
1663;DEC;Decatur Airport;Decatur;IL;515,05;526,41;536; QUARTER 04 ;2023
1664;SLE;McNary Field;Salem;OR;144,36;147,55;513; QUARTER 04 ;2023
1665;INL;Falls International Einarson Field;International Falls;MN;702,78;718,28;511; QUARTER 04 ;2023
1666;APN;Alpena County Regional;Alpena;MI;666,28;680,97;506; QUARTER 04 ;2023
1667;SLN;Salina Regional;Salina;KS;456,09;466,15;489; QUARTER 04 ;2023
1668;OWB;Owensboro Daviess County Regional;Owensboro;KY;481,34;491,96;478; QUARTER 04 ;2023
1669;ATY;Watertown Regional;Watertown;SD;550,64;562,78;469; QUARTER 04 ;2023
1670;PAH;Barkley Regional;Paducah;KY;665,18;679,85;446; QUARTER 04 ;2023
1671;JLN;Joplin Regional;Joplin;MO;547,27;559,34;430; QUARTER 04 ;2023
1672;PIB;Hattiesburg-Laurel Regional;Hattiesburg/Laurel;MS;520,11;531,58;393; QUARTER 04 ;2023
1673;JMS;Jamestown Regional;Jamestown;ND;549,91;562,04;388; QUARTER 04 ;2023
1674;LBL;Liberal Mid-America Regional;Liberal;KS;523,43;534,97;383; QUARTER 04 ;2023
1675;SHD;Shenandoah Valley Regional;Staunton;VA;569,54;582,1;373; QUARTER 04 ;2023
1676;ALS;San Luis Valley Regional/Bergman Field;Alamosa;CO;605,26;618,61;372; QUARTER 04 ;2023
1677;BIH;Bishop Airport;Bishop;CA;444,45;454,26;338; QUARTER 04 ;2023
1678;YAK;Yakutat Airport;Yakutat;AK;529,8;541,49;330; QUARTER 04 ;2023
1679;HYS;Hays Regional;Hays;KS;496,68;507,63;327; QUARTER 04 ;2023
1680;CVN;Clovis Regional;Clovis;NM;632,63;646,58;326; QUARTER 04 ;2023
1681;DVL;Devils Lake Regional;Devils Lake;ND;538,9;550,78;315; QUARTER 04 ;2023
1682;DDC;Dodge City Regional;Dodge City;KS;434,5;444,08;297; QUARTER 04 ;2023
1683;WYS;Yellowstone;West Yellowstone;MT;541,13;553,07;287; QUARTER 04 ;2023
1684;BKW;Raleigh County Memorial;Beckley;WV;642,54;656,71;265; QUARTER 04 ;2023
1685;OGS;Ogdensburg International;Ogdensburg;NY;618,04;631,67;246; QUARTER 04 ;2023
1686;MWA;Veterans Airport of Southern Illinois;Marion/Herrin;IL;615,29;628,86;239; QUARTER 04 ;2023
1687;IPL;Imperial County;El Centro;CA;472,22;482,63;234; QUARTER 04 ;2023
1688;LWB;Greenbrier Valley;Lewisburg;WV;543,72;555,72;234; QUARTER 04 ;2023
1689;LEB;Lebanon Municipal;Lebanon-Hanover;NH;543,88;555,88;216; QUARTER 04 ;2023
1690;FOD;Fort Dodge Regional;Fort Dodge;IA;532,7;544,45;214; QUARTER 04 ;2023
1691;DUT;Unalaska Airport;Unalaska;AK;1320,58;1349,71;202; QUARTER 04 ;2023
1692;PUB;Pueblo Memorial;Pueblo;CO;539,28;551,17;193; QUARTER 04 ;2023
1693;CGI;Cape Girardeau Regional;Cape Girardeau;MO;442,89;452,65;191; QUARTER 04 ;2023
1694;MKG;Muskegon County;Muskegon;MI;499,43;510,45;188; QUARTER 04 ;2023
1695;TBN;Waynesville-St. Robert Regional Forney Field;Fort Leonard Wood;MO;394,66;403,36;188; QUARTER 04 ;2023
1696;MBL;Manistee County-Blacker;Manistee/Ludington;MI;437,85;447,51;178; QUARTER 04 ;2023
1697;MCW;Mason City Municipal;Mason City;IA;467,6;477,91;173; QUARTER 04 ;2023
1698;AUG;Augusta State;Augusta/Waterville;ME;481,26;491,87;168; QUARTER 04 ;2023
1699;TEX;Telluride Regional;Telluride;CO;696,33;711,69;168; QUARTER 04 ;2023
1700;BHB;Hancock County-Bar Harbor;Bar Harbor;ME;447,8;457,67;161; QUARTER 04 ;2023
