2023PassengerRank;AirportCode;AirportName;CityName;StateName;AverageFareDolar;InflationAdjustedAverageFareDolarBaseQuarterQ22024;2023Passengers10Sample;Quarter;Year
890;IAH;George Bush Intercontinental/Houston;Houston-Intercontinental;TX;400,17;409,42;591.987; QUARTER 03 ;2023
891;PHL;Philadelphia International;Philadelphia;PA;375,29;383,97;581.785; QUARTER 03 ;2023
892;FLL;Fort Lauderdale-Hollywood International;Fort Lauderdale;FL;256,33;262,26;569.566; QUARTER 03 ;2023
893;SAN;San Diego International;San Diego;CA;371,08;379,66;566.704; QUARTER 03 ;2023
894;DTW;Detroit Metro Wayne County;Detroit;MI;402,23;411,53;544.649; QUARTER 03 ;2023
895;DCA;Ronald Reagan Washington National;Washington-Reagan National;DC;363,92;372,34;516.012; QUARTER 03 ;2023
896;TPA;Tampa International;Tampa;FL;324,15;331,64;505.498; QUARTER 03 ;2023
897;BWI;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;349,25;357,32;471.540; QUARTER 03 ;2023
898;AUS;Austin - Bergstrom International;Austin;TX;356,59;364,84;468.640; QUARTER 03 ;2023
899;MIA;Miami International;Miami;FL;324,73;332,24;465.197; QUARTER 03 ;2023
900;PDX;Portland International;Portland;OR;394,06;403,17;423.065; QUARTER 03 ;2023
901;BNA;Nashville International;Nashville;TN;341,1;348,99;415.942; QUARTER 03 ;2023
902;CLT;Charlotte Douglas International;Charlotte;NC;423,28;433,07;406.215; QUARTER 03 ;2023
903;SLC;Salt Lake City International;Salt Lake City;UT;414,14;423,72;404.065; QUARTER 03 ;2023
904;RDU;Raleigh-Durham International;Raleigh/Durham;NC;345,12;353,1;377.142; QUARTER 03 ;2023
905;SMF;Sacramento International;Sacramento;CA;383,99;392,87;346.768; QUARTER 03 ;2023
906;HNL;Daniel K Inouye International;Honolulu;HI;359,86;368,18;343.489; QUARTER 03 ;2023
907;MDW;Chicago Midway International;Chicago-Midway;IL;296,8;303,66;342.441; QUARTER 03 ;2023
908;STL;St Louis Lambert International;St. Louis;MO;384,98;393,88;303.255; QUARTER 03 ;2023
909;SJC;Norman Y. Mineta San Jose International;San Jose;CA;326,72;334,27;293.529; QUARTER 03 ;2023
910;IAD;Washington Dulles International;Washington-Dulles;DC;466,31;477,09;292.444; QUARTER 03 ;2023
911;MCI;Kansas City International;Kansas City;MO;382,18;391,02;282.101; QUARTER 03 ;2023
912;DAL;Dallas Love Field;Dallas-Love Field;TX;337,87;345,68;274.687; QUARTER 03 ;2023
913;IND;Indianapolis International;Indianapolis;IN;374,27;382,92;268.397; QUARTER 03 ;2023
914;CLE;Cleveland-Hopkins International;Cleveland;OH;335,47;343,23;268.394; QUARTER 03 ;2023
915;SNA;John Wayne Airport-Orange County;Santa Ana;CA;382,52;391,36;268.194; QUARTER 03 ;2023
916;OAK;Metro Oakland International;Oakland;CA;304,59;311,64;268.118; QUARTER 03 ;2023
917;SAT;San Antonio International;San Antonio;TX;371,22;379,8;261.976; QUARTER 03 ;2023
918;MSY;Louis Armstrong New Orleans International;New Orleans;LA;315,53;322,83;260.447; QUARTER 03 ;2023
919;PIT;Pittsburgh International;Pittsburgh;PA;369,55;378,09;253.479; QUARTER 03 ;2023
920;SJU;Luis Munoz Marin International;San Juan;PR;271,24;277,52;252.759; QUARTER 03 ;2023
921;CVG;Cincinnati/Northern Kentucky International;Cincinnati;OH;346,51;354,53;243.473; QUARTER 03 ;2023
922;CMH;John Glenn Columbus International;Columbus;OH;382,75;391,61;225.783; QUARTER 03 ;2023
923;HOU;William P Hobby;Houston-Hobby;TX;337,2;344,99;215.872; QUARTER 03 ;2023
924;RSW;Southwest Florida International;Fort Myers;FL;331,38;339,04;197.390; QUARTER 03 ;2023
925;BDL;Bradley International;Hartford;CT;372,52;381,13;196.921; QUARTER 03 ;2023
926;PBI;Palm Beach International;West Palm Beach/Palm Beach;FL;345,5;353,49;185.939; QUARTER 03 ;2023
927;JAX;Jacksonville International;Jacksonville;FL;377,43;386,16;181.957; QUARTER 03 ;2023
928;ONT;Ontario International;Ontario;CA;367,81;376,31;179.868; QUARTER 03 ;2023
929;MKE;General Mitchell International;Milwaukee;WI;376,24;384,94;172.259; QUARTER 03 ;2023
930;BUR;Bob Hope;Burbank;CA;297,81;304,7;166.485; QUARTER 03 ;2023
931;RIC;Richmond International;Richmond;VA;378,58;387,33;140.508; QUARTER 03 ;2023
932;CHS;Charleston AFB/International;Charleston;SC;318,17;325,53;138.997; QUARTER 03 ;2023
933;OMA;Eppley Airfield;Omaha;NE;407,49;416,91;137.674; QUARTER 03 ;2023
934;BUF;Buffalo Niagara International;Buffalo;NY;329,86;337,48;131.633; QUARTER 03 ;2023
935;MEM;Memphis International;Memphis;TN;387,41;396,36;129.884; QUARTER 03 ;2023
936;BOI;Boise Air Terminal;Boise;ID;388,88;397,87;127.913; QUARTER 03 ;2023
937;ABQ;Albuquerque International Sunport;Albuquerque;NM;396,74;405,91;126.659; QUARTER 03 ;2023
938;ORF;Norfolk International;Norfolk;VA;388,07;397,04;124.459; QUARTER 03 ;2023
939;SDF;Louisville Muhammad Ali International;Louisville;KY;358,52;366,81;118.896; QUARTER 03 ;2023
940;ELP;El Paso International;El Paso;TX;398,1;407,3;115.210; QUARTER 03 ;2023
941;OKC;Will Rogers World;Oklahoma City;OK;424,58;434,4;114.953; QUARTER 03 ;2023
942;GRR;Gerald R. Ford International;Grand Rapids;MI;397,95;407,15;113.422; QUARTER 03 ;2023
943;OGG;Kahului Airport;Kahului;HI;258,59;264,57;112.210; QUARTER 03 ;2023
944;ANC;Ted Stevens Anchorage International;Anchorage;AK;516,95;528,9;110.792; QUARTER 03 ;2023
945;GEG;Spokane International;Spokane;WA;415,65;425,26;107.983; QUARTER 03 ;2023
946;PVD;Rhode Island Tf Green International;Providence;RI;339,67;347,52;105.267; QUARTER 03 ;2023
947;RNO;Reno/Tahoe International;Reno;NV;402,91;412,23;103.006; QUARTER 03 ;2023
948;TUS;Tucson International;Tucson;AZ;449,16;459,54;101.796; QUARTER 03 ;2023
949;LGB;Long Beach Airport;Long Beach;CA;318,68;326,05;91.391; QUARTER 03 ;2023
950;DSM;Des Moines International;Des Moines;IA;374,12;382,77;91.016; QUARTER 03 ;2023
951;SYR;Syracuse Hancock International;Syracuse;NY;366,2;374,67;87.283; QUARTER 03 ;2023
952;SRQ;Sarasota/Bradenton International;Sarasota/Bradenton;FL;327,61;335,19;84.841; QUARTER 03 ;2023
953;TUL;Tulsa International;Tulsa;OK;418,78;428,46;84.388; QUARTER 03 ;2023
954;ALB;Albany International;Albany;NY;422,42;432,19;80.925; QUARTER 03 ;2023
955;BHM;Birmingham-Shuttlesworth International;Birmingham;AL;473,47;484,42;80.899; QUARTER 03 ;2023
956;SAV;Savannah/Hilton Head International;Savannah;GA;360,14;368,46;80.755; QUARTER 03 ;2023
957;ROC;Frederick Douglass Grtr Rochester International;Rochester;NY;369,24;377,77;79.663; QUARTER 03 ;2023
958;HPN;Westchester County;White Plains;NY;321,15;328,58;79.525; QUARTER 03 ;2023
959;KOA;Ellison Onizuka Kona International at Keahole;Kona;HI;260,8;266,83;74.248; QUARTER 03 ;2023
960;TYS;McGhee Tyson;Knoxville;TN;426,72;436,59;70.510; QUARTER 03 ;2023
961;GSP;Greenville-Spartanburg International;Greer;SC;443,03;453,27;66.643; QUARTER 03 ;2023
962;PNS;Pensacola International;Pensacola;FL;401,79;411,08;65.408; QUARTER 03 ;2023
963;LIH;Lihue Airport;Lihue;HI;252,67;258,51;63.641; QUARTER 03 ;2023
964;COS;City of Colorado Springs Municipal;Colorado Springs;CO;366,35;374,82;63.276; QUARTER 03 ;2023
965;MYR;Myrtle Beach International;Myrtle Beach;SC;261,32;267,36;62.463; QUARTER 03 ;2023
966;FAT;Fresno Yosemite International;Fresno;CA;410,57;420,07;62.442; QUARTER 03 ;2023
967;LIT;Bill and Hillary Clinton Nat Adams Field;Little Rock;AR;432,3;442,3;60.257; QUARTER 03 ;2023
968;PWM;Portland International Jetport;Portland;ME;397,9;407,1;58.808; QUARTER 03 ;2023
969;MSN;Dane County Regional-Truax Field;Madison;WI;492,89;504,29;58.807; QUARTER 03 ;2023
970;AVL;Asheville Regional;Asheville;NC;317,27;324,61;54.972; QUARTER 03 ;2023
971;BZN;Bozeman Yellowstone International;Bozeman;MT;419,8;429,51;52.928; QUARTER 03 ;2023
972;PSP;Palm Springs International;Palm Springs;CA;427,46;437,34;52.826; QUARTER 03 ;2023
973;XNA;Northwest Arkansas National;Fayetteville;AR;471;481,89;52.302; QUARTER 03 ;2023
974;SFB;Orlando Sanford International;Sanford;FL;126,48;129,41;49.228; QUARTER 03 ;2023
975;PIE;St Pete Clearwater International;St. Petersburg;FL;136,45;139,61;48.926; QUARTER 03 ;2023
976;EUG;Mahlon Sweet Field;Eugene;OR;379,53;388,3;48.232; QUARTER 03 ;2023
977;ICT;Wichita Dwight D Eisenhower National;Wichita;KS;420,97;430,7;47.815; QUARTER 03 ;2023
978;GSO;Piedmont Triad International;Greensboro/High Point;NC;443,5;453,76;47.695; QUARTER 03 ;2023
979;CID;The Eastern Iowa;Cedar Rapids/Iowa City;IA;408,73;418,18;42.336; QUARTER 03 ;2023
980;MDT;Harrisburg International;Harrisburg;PA;449,37;459,76;39.694; QUARTER 03 ;2023
981;AZA;Phoenix - Mesa Gateway;Phoenix;AZ;165,52;169,35;39.517; QUARTER 03 ;2023
982;HVN;Tweed New Haven;New Haven;CT;164,81;168,62;39.387; QUARTER 03 ;2023
983;HSV;Huntsville International-Carl T Jones Field;Huntsville;AL;525,6;537,76;39.265; QUARTER 03 ;2023
984;FSD;Joe Foss Field;Sioux Falls;SD;429,21;439,13;38.653; QUARTER 03 ;2023
985;ISP;Long Island MacArthur;Islip;NY;230,72;236,06;38.594; QUARTER 03 ;2023
986;MHT;Manchester Boston Regional;Manchester;NH;391,77;400,83;37.731; QUARTER 03 ;2023
987;BTV;Burlington International;Burlington;VT;435,77;445,84;37.173; QUARTER 03 ;2023
988;PGD;Punta Gorda Airport;Punta Gorda;FL;130,31;133,32;37.167; QUARTER 03 ;2023
989;MAF;Midland International Air and Space Port;Midland/Odessa;TX;448,21;458,57;37.030; QUARTER 03 ;2023
990;VPS;Eglin AFB Destin Fort Walton Beach;Valparaiso;FL;349,65;357,73;36.360; QUARTER 03 ;2023
991;LEX;Blue Grass;Lexington;KY;430,42;440,37;36.151; QUARTER 03 ;2023
992;JAN;Jackson Medgar Wiley Evers International;Jackson/Vicksburg;MS;472,49;483,42;35.945; QUARTER 03 ;2023
993;ITO;Hilo International;Hilo;HI;191,17;195,59;35.931; QUARTER 03 ;2023
994;MFE;McAllen International;Mission/McAllen/Edinburg;TX;471,39;482,29;34.181; QUARTER 03 ;2023
995;ILM;Wilmington International;Wilmington;NC;461,57;472,24;34.127; QUARTER 03 ;2023
996;SGF;Springfield-Branson National;Springfield;MO;460,93;471,59;33.789; QUARTER 03 ;2023
997;SBA;Santa Barbara Municipal;Santa Barbara;CA;444,2;454,47;33.422; QUARTER 03 ;2023
998;DAY;James M Cox/Dayton International;Dayton;OH;441,1;451,3;33.343; QUARTER 03 ;2023
999;CAE;Columbia Metropolitan;Columbia;SC;479,08;490,16;31.667; QUARTER 03 ;2023
1000;ATW;Appleton International;Appleton;WI;403,18;412,51;31.448; QUARTER 03 ;2023
1001;FAR;Hector International;Fargo;ND;481,9;493,04;31.288; QUARTER 03 ;2023
1002;RDM;Roberts Field;Bend/Redmond;OR;463,14;473,85;30.500; QUARTER 03 ;2023
1003;ECP;Northwest Florida Beaches International;Panama City;FL;417,79;427,45;29.016; QUARTER 03 ;2023
1004;LBB;Lubbock Preston Smith International;Lubbock;TX;431,06;441,03;28.969; QUARTER 03 ;2023
1005;ABE;Lehigh Valley International;Allentown/Bethlehem/Easton;PA;274,41;280,75;28.543; QUARTER 03 ;2023
1006;MFR;Rogue Valley International - Medford;Medford;OR;434,29;444,34;27.614; QUARTER 03 ;2023
1007;CHA;Lovell Field;Chattanooga;TN;501,18;512,77;27.467; QUARTER 03 ;2023
1008;FAI;Fairbanks International;Fairbanks;AK;497,46;508,96;27.262; QUARTER 03 ;2023
1009;HRL;Valley International;Harlingen/San Benito;TX;379,3;388,07;26.858; QUARTER 03 ;2023
1010;PSC;Tri Cities;Pasco/Kennewick/Richland;WA;474,45;485,42;26.207; QUARTER 03 ;2023
1011;SBN;South Bend International;South Bend;IN;414,64;424,23;25.913; QUARTER 03 ;2023
1012;ACY;Atlantic City International;Atlantic City;NJ;141,06;144,32;25.701; QUARTER 03 ;2023
1013;BQN;Rafael Hernandez;Aguadilla;PR;216,36;221,36;25.056; QUARTER 03 ;2023
1014;FWA;Fort Wayne International;Fort Wayne;IN;434,98;445,04;24.734; QUARTER 03 ;2023
1015;PVU;Provo Municipal;Provo;UT;123,9;126,77;23.767; QUARTER 03 ;2023
1016;MSO;Missoula Montana;Missoula;MT;478,94;490,02;22.833; QUARTER 03 ;2023
1017;TTN;Trenton Mercer;Trenton;NJ;131,98;135,03;22.812; QUARTER 03 ;2023
1018;CAK;Akron-Canton Regional;Akron;OH;260,85;266,88;22.702; QUARTER 03 ;2023
1019;BIL;Billings Logan International;Billings;MT;517,32;529,28;22.381; QUARTER 03 ;2023
1020;TLH;Tallahassee International;Tallahassee;FL;582,77;596,24;21.661; QUARTER 03 ;2023
1021;PIA;General Downing - Peoria International;Peoria;IL;352,35;360,5;21.555; QUARTER 03 ;2023
1022;STT;Cyril E King;Charlotte Amalie;VI;442,94;453,18;21.503; QUARTER 03 ;2023
1023;AMA;Rick Husband Amarillo International;Amarillo;TX;418,12;427,79;21.265; QUARTER 03 ;2023
1024;PAE;Snohomish County;Everett;WA;348,66;356,72;20.742; QUARTER 03 ;2023
1025;BLI;Bellingham International;Bellingham;WA;265,55;271,69;20.556; QUARTER 03 ;2023
1026;BTR;Baton Rouge Metropolitan/Ryan Field;Baton Rouge;LA;477,14;488,17;20.409; QUARTER 03 ;2023
1027;FNT;Bishop International;Flint;MI;238,54;244,06;20.367; QUARTER 03 ;2023
1028;FCA;Glacier Park International;Kalispell;MT;486,77;498,03;19.909; QUARTER 03 ;2023
1029;ROA;Roanoke Blacksburg Regional;Roanoke;VA;534,13;546,48;18.679; QUARTER 03 ;2023
1030;CRP;Corpus Christi International;Corpus Christi;TX;494,09;505,52;18.601; QUARTER 03 ;2023
1031;BGR;Bangor International;Bangor;ME;482,09;493,24;18.011; QUARTER 03 ;2023
1032;STS;Charles M. Schulz - Sonoma County;Santa Rosa;CA;323,06;330,53;17.676; QUARTER 03 ;2023
1033;GRB;Green Bay Austin Straubel International;Green Bay;WI;535,56;547,95;17.629; QUARTER 03 ;2023
1034;CHO;Charlottesville Albemarle;Charlottesville;VA;439,46;449,62;17.610; QUARTER 03 ;2023
1035;SBP;San Luis County Regional;San Luis Obispo;CA;543,2;555,76;17.589; QUARTER 03 ;2023
1036;SHV;Shreveport Regional;Shreveport;LA;531,64;543,94;17.089; QUARTER 03 ;2023
1037;TVC;Cherry Capital;Traverse City;MI;519,28;531,28;17.024; QUARTER 03 ;2023
1038;RAP;Rapid City Regional;Rapid City;SD;498,02;509,54;16.736; QUARTER 03 ;2023
1039;MLI;Quad Cities International;Moline;IL;497,15;508,64;16.708; QUARTER 03 ;2023
1040;AGS;Augusta Regional at Bush Field;Augusta;GA;547,44;560,1;16.535; QUARTER 03 ;2023
1041;DAB;Daytona Beach International;Daytona Beach;FL;443,36;453,61;16.439; QUARTER 03 ;2023
1042;JAC;Jackson Hole;Jackson;WY;577,11;590,45;15.756; QUARTER 03 ;2023
1043;BIS;Bismarck Municipal;Bismarck/Mandan;ND;511,09;522,91;15.560; QUARTER 03 ;2023
1044;GNV;Gainesville Regional;Gainesville;FL;517,39;529,35;15.253; QUARTER 03 ;2023
1045;IDA;Idaho Falls Regional;Idaho Falls;ID;489,1;500,41;15.056; QUARTER 03 ;2023
1046;EYW;Key West International;Key West;FL;433,25;443,27;14.649; QUARTER 03 ;2023
1047;GPT;Gulfport-Biloxi International;Gulfport/Biloxi;MS;470,05;480,92;13.643; QUARTER 03 ;2023
1048;JNU;Juneau International;Juneau;AK;438,9;449,04;13.577; QUARTER 03 ;2023
1049;MOB;Mobile Regional;Mobile;AL;528,97;541,2;13.559; QUARTER 03 ;2023
1050;GJT;Grand Junction Regional;Grand Junction;CO;534,84;547,21;12.828; QUARTER 03 ;2023
1051;LFT;Lafayette Regional Paul Fournet Field;Lafayette;LA;615,92;630,16;12.433; QUARTER 03 ;2023
1052;MRY;Monterey Regional;Monterey;CA;463,9;474,63;12.065; QUARTER 03 ;2023
1053;MLB;Melbourne Orlando International;Melbourne;FL;464,38;475,12;11.976; QUARTER 03 ;2023
1054;TRI;Tri Cities;Bristol/Johnson City/Kingsport;TN;596,81;610,61;11.826; QUARTER 03 ;2023
1055;BRO;Brownsville South Padre Island International;Brownsville;TX;451,35;461,79;11.778; QUARTER 03 ;2023
1056;BLV;Scott AFB MidAmerica St Louis;Belleville;IL;135,81;138,95;11.648; QUARTER 03 ;2023
1057;LCK;Rickenbacker International;Columbus;OH;128,38;131,35;11.358; QUARTER 03 ;2023
1058;AVP;Wilkes Barre Scranton International;Scranton/Wilkes-Barre;PA;547,91;560,58;10.980; QUARTER 03 ;2023
1059;BFL;Meadows Field;Bakersfield;CA;554,15;566,96;10.949; QUARTER 03 ;2023
1060;CRW;West Virginia International Yeager;Charleston/Dunbar;WV;520,31;532,34;10.901; QUARTER 03 ;2023
1061;ILG;New Castle;Wilmington;DE;123,01;125,85;10.544; QUARTER 03 ;2023
1062;FAY;Fayetteville Regional/Grannis Field;Fayetteville;NC;464,88;475,63;10.358; QUARTER 03 ;2023
1063;BMI;Central Il Regional Airport at Bloomington;Bloomington/Normal;IL;420,29;430,01;10.058; QUARTER 03 ;2023
1064;GTF;Great Falls International;Great Falls;MT;473,49;484,44;10.016; QUARTER 03 ;2023
1065;ASE;Aspen Pitkin County Sardy Field;Aspen;CO;650,14;665,17;9.899; QUARTER 03 ;2023
1066;DRO;Durango La Plata County;Durango;CO;621,89;636,27;9.868; QUARTER 03 ;2023
1067;PSE;Mercedita;Ponce;PR;204,88;209,61;9.661; QUARTER 03 ;2023
1068;MGM;Montgomery Regional;Montgomery;AL;504,79;516,46;9.415; QUARTER 03 ;2023
1069;RFD;Chicago/Rockford International;Rockford;IL;162,39;166,15;9.153; QUARTER 03 ;2023
1070;EVV;Evansville Regional;Evansville;IN;532,65;544,96;9.122; QUARTER 03 ;2023
1071;MTJ;Montrose Regional;Montrose/Delta;CO;468,78;479,62;9.103; QUARTER 03 ;2023
1072;STX;Henry E. Rohlsen;Christiansted;VI;406,96;416,37;9.035; QUARTER 03 ;2023
1073;MOT;Minot International;Minot;ND;606,62;620,65;8.945; QUARTER 03 ;2023
1074;LRD;Laredo International;Laredo;TX;424,71;434,53;8.342; QUARTER 03 ;2023
1075;OAJ;Albert J Ellis;Jacksonville/Camp Lejeune;NC;494,76;506,2;8.128; QUARTER 03 ;2023
1076;ORH;Worcester Regional;Worcester;MA;230,19;235,51;8.008; QUARTER 03 ;2023
1077;SCE;University Park;State College;PA;584,8;598,33;7.736; QUARTER 03 ;2023
1078;DLH;Duluth International;Duluth;MN;556,66;569,53;7.095; QUARTER 03 ;2023
1079;SGU;St George Regional;St. George;UT;561,05;574,03;6.989; QUARTER 03 ;2023
1080;ACV;California Redwood Coast Humboldt County;Arcata/Eureka;CA;460,46;471,1;6.883; QUARTER 03 ;2023
1081;USA;Concord Padgett Regional;Concord;NC;111,1;113,67;6.546; QUARTER 03 ;2023
1082;HDN;Yampa Valley;Hayden;CO;478,55;489,61;6.249; QUARTER 03 ;2023
1083;LAN;Capital Region International;Lansing;MI;406,27;415,67;6.241; QUARTER 03 ;2023
1084;LNK;Lincoln Airport;Lincoln;NE;549,39;562,09;6.200; QUARTER 03 ;2023
1085;GRK;Robert Gray AAF;Killeen;TX;523,99;536,11;6.064; QUARTER 03 ;2023
1086;SAF;Santa Fe Municipal;Santa Fe;NM;579,36;592,76;5.952; QUARTER 03 ;2023
1087;HTS;Tri-State/Milton J. Ferguson Field;Ashland;WV;203,91;208,62;5.924; QUARTER 03 ;2023
1088;EGE;Eagle County Regional;Eagle;CO;743,4;760,59;5.921; QUARTER 03 ;2023
1089;GFK;Grand Forks International;Grand Forks;ND;572,04;585,27;5.675; QUARTER 03 ;2023
1090;XWA;Williston Basin International;Williston;ND;609,08;623,17;5.671; QUARTER 03 ;2023
1091;AZO;Kalamazoo/Battle Creek International;Kalamazoo;MI;416,19;425,82;5.605; QUARTER 03 ;2023
1092;COU;Columbia Regional;Columbia;MO;557,8;570,7;5.582; QUARTER 03 ;2023
1093;LBE;Arnold Palmer Regional;Latrobe;PA;139,75;142,98;5.578; QUARTER 03 ;2023
1094;ELM;Elmira/Corning Regional;Elmira/Corning;NY;423,97;433,78;5.423; QUARTER 03 ;2023
1095;SWF;New York Stewart International;Newburgh/Poughkeepsie;NY;160,29;164;5.417; QUARTER 03 ;2023
1096;MLU;Monroe Regional;Monroe;LA;585,49;599,03;5.408; QUARTER 03 ;2023
1097;BET;Bethel Airport;Bethel;AK;392,56;401,64;5.407; QUARTER 03 ;2023
1098;KTN;Ketchikan International;Ketchikan;AK;462,95;473,65;5.398; QUARTER 03 ;2023
1099;PBG;Plattsburgh International;Plattsburgh;NY;240,2;245,75;5.344; QUARTER 03 ;2023
1100;MBS;MBS International;Saginaw/Bay City/Midland;MI;541,53;554,05;5.302; QUARTER 03 ;2023
1101;ACK;Nantucket Memorial;Nantucket;MA;305,09;312,14;5.188; QUARTER 03 ;2023
1102;AEX;Alexandria International;Alexandria;LA;582,7;596,17;5.155; QUARTER 03 ;2023
1103;RDD;Redding Regional;Redding;CA;424,68;434,5;5.155; QUARTER 03 ;2023
1104;LCH;Lake Charles Regional;Lake Charles;LA;488,48;499,78;5.029; QUARTER 03 ;2023
1105;CPR;Casper/Natrona County International;Casper;WY;601,99;615,91;4.873; QUARTER 03 ;2023
1106;HLN;Helena Regional;Helena;MT;594;607,73;4.836; QUARTER 03 ;2023
1107;TOL;Eugene F Kranz Toledo Express;Toledo;OH;126,64;129,57;4.810; QUARTER 03 ;2023
1108;ABI;Abilene Regional;Abilene;TX;577,63;590,98;4.793; QUARTER 03 ;2023
1109;SCK;Stockton Metro;Stockton;CA;127,03;129,97;4.631; QUARTER 03 ;2023
1110;CWA;Central Wisconsin;Mosinee;WI;573,9;587,17;4.622; QUARTER 03 ;2023
1111;LYH;Lynchburg Regional/Preston Glenn Field;Lynchburg;VA;548,87;561,56;4.574; QUARTER 03 ;2023
1112;GUM;Guam International;Guam;TT;1725,11;1765;4.555; QUARTER 03 ;2023
1113;RST;Rochester International;Rochester;MN;479,1;490,18;4.541; QUARTER 03 ;2023
1114;SUN;Friedman Memorial;Sun Valley/Hailey/Ketchum;ID;626,53;641,02;4.395; QUARTER 03 ;2023
1115;PHF;Newport News/Williamsburg International;Newport News/Williamsburg;VA;534,71;547,08;4.214; QUARTER 03 ;2023
1116;YUM;Yuma MCAS/Yuma International;Yuma;AZ;726,18;742,97;4.144; QUARTER 03 ;2023
1117;GRI;Central Nebraska Regional;Grand Island;NE;355,23;363,44;4.002; QUARTER 03 ;2023
1118;IAG;Niagara Falls International;Niagara Falls;NY;153,15;156,69;3.822; QUARTER 03 ;2023
1119;CMI;University of Illinois/Willard;Champaign/Urbana;IL;644,71;659,61;3.785; QUARTER 03 ;2023
1120;SIT;Sitka Rocky Gutierrez;Sitka;AK;425,11;434,94;3.673; QUARTER 03 ;2023
1121;PUW;Pullman Moscow Regional;Pullman;WA;482,26;493,41;3.553; QUARTER 03 ;2023
1122;PSM;Portsmouth International at Pease;Portsmouth;NH;151,98;155,5;3.481; QUARTER 03 ;2023
1123;ADQ;Kodiak Airport;Kodiak;AK;537,71;550,14;3.479; QUARTER 03 ;2023
1124;HHH;Hilton Head Airport;Hilton Head;SC;370,4;378,96;3.467; QUARTER 03 ;2023
1125;FSM;Fort Smith Regional;Fort Smith;AR;663,02;678,35;3.382; QUARTER 03 ;2023
1126;FLG;Flagstaff Pulliam;Flagstaff;AZ;662,18;677,5;3.362; QUARTER 03 ;2023
1127;CLL;Easterwood Field;College Station/Bryan;TX;526,53;538,71;3.332; QUARTER 03 ;2023
1128;TYR;Tyler Pounds Regional;Tyler;TX;565,44;578,52;3.276; QUARTER 03 ;2023
1129;SPI;Abraham Lincoln Capital;Springfield;IL;425,45;435,29;3.274; QUARTER 03 ;2023
1130;ITH;Ithaca Tompkins International;Ithaca/Cortland;NY;443,49;453,74;3.264; QUARTER 03 ;2023
1131;MVY;Martha's Vineyard Airport;Martha's Vineyard;MA;316,61;323,93;3.228; QUARTER 03 ;2023
1132;EWN;Coastal Carolina Regional;New Bern/Morehead/Beaufort;NC;695,09;711,16;3.215; QUARTER 03 ;2023
1133;ERI;Erie International/Tom Ridge Field;Erie;PA;565,27;578,34;3.068; QUARTER 03 ;2023
1134;SBY;Salisbury-Ocean City/Wicomico Regional;Salisbury;MD;663,72;679,07;3.037; QUARTER 03 ;2023
1135;ACT;Waco Regional;Waco;TX;553,29;566,08;3.025; QUARTER 03 ;2023
1136;SJT;San Angelo Regional/Mathis Field;San Angelo;TX;737,44;754,49;2.921; QUARTER 03 ;2023
1137;MHK;Manhattan Regional;Manhattan/Ft. Riley;KS;508,6;520,36;2.865; QUARTER 03 ;2023
1138;CSG;Columbus Airport;Columbus;GA;572,24;585,47;2.822; QUARTER 03 ;2023
1139;TXK;Texarkana Regional-Webb Field;Texarkana;AR;542,26;554,8;2.694; QUARTER 03 ;2023
1140;CKB;North Central West Virginia;Clarksburg/Fairmont;WV;197,97;202,55;2.660; QUARTER 03 ;2023
1141;LAW;Lawton-Fort Sill Regional;Lawton/Fort Sill;OK;490,35;501,69;2.653; QUARTER 03 ;2023
1142;BGM;Greater Binghamton/Edwin A. Link Field;Binghamton;NY;305,84;312,91;2.533; QUARTER 03 ;2023
1143;ROW;Roswell Air Center;Roswell;NM;592,63;606,33;2.529; QUARTER 03 ;2023
1144;VLD;Valdosta Regional;Valdosta;GA;655,01;670,15;2.469; QUARTER 03 ;2023
1145;HGR;Hagerstown Regional-Richard A. Henson Field;Hagerstown;MD;139,12;142,33;2.423; QUARTER 03 ;2023
1146;OME;Nome Airport;Nome;AK;515,18;527,1;2.355; QUARTER 03 ;2023
1147;VRB;Vero Beach Regional;Vero Beach;FL;145,46;148,82;2.325; QUARTER 03 ;2023
1148;LSE;La Crosse Regional;La Crosse;WI;651,44;666,5;2.234; QUARTER 03 ;2023
1149;MQT;Marquette Sawyer Regional;Marquette;MI;546,77;559,41;2.119; QUARTER 03 ;2023
1150;BPT;Jack Brooks Regional;Beaumont/Port Arthur;TX;462,03;472,71;2.092; QUARTER 03 ;2023
1151;GGG;East Texas Regional;Longview;TX;520,09;532,12;2.060; QUARTER 03 ;2023
1152;OTZ;Ralph Wien Memorial;Kotzebue;AK;506,22;517,93;2.052; QUARTER 03 ;2023
1153;GTR;Golden Triangle Regional;Columbus;MS;624,1;638,53;2.044; QUARTER 03 ;2023
1154;SWO;Stillwater Regional;Stillwater;OK;501,75;513,35;2.031; QUARTER 03 ;2023
1155;PPG;Pago Pago International;Pago Pago;TT;1171,64;1198,74;1.996; QUARTER 03 ;2023
1156;LWS;Lewiston Nez Perce County;Lewiston;ID;542,11;554,64;1.989; QUARTER 03 ;2023
1157;BRW;Wiley Post/Will Rogers Memorial;Barrow;AK;464,2;474,94;1.904; QUARTER 03 ;2023
1158;PGV;Pitt Greenville;Greenville;NC;460,76;471,41;1.856; QUARTER 03 ;2023
